site,plot,biomass,cover,height,n,speciesName,authority,genus,family
L,I-12,0.6359,1.5,10.99,10,Cerastium szechuense,F. N. Williams,Cerastium,Caryophyllaceae
L,I-12,0.9102,4,10.37,10,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
L,I-12,NA,0.2,3.4,1,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
L,I-12,0.1201,0.5,15.6,1,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
L,I-12,0.3861,2,12.633333333333333,3,Myriactis nepalensis,Lessing,Myriactis,Asteraceae
L,I-12,12.889699999999998,25,7.44,10,Plantago asiatica,Linnaeus,Plantago,Plantaginaceae
L,I-12,1.1005,3,12.975,4,Poa pratensis,,Poa,Poaceae
L,I-12,9.3334,8,8.66,10,Potentilla leuconota,,Potentilla,Rosaceae
L,I-12,0.0812,2,4,5,Prunella vulgaris,Linnaeus,Prunella,Lamiaceae
L,I-12,0.4238,1,5.81,10,Sagina japonica,(Swartz) Ohwi,Sagina,Caryophyllaceae
L,I-12,2.6942,3,8.09,10,Trifolium repens,Linnaeus,Trifolium,Fabaceae
L,I-13,1.2503,5,14.382352941176471,17,Agrostis clavata,Trinius,Agrostis,Poaceae
L,I-13,22.6997,48,17.98,10,Carex finitima,Boott,Carex,Cyperaceae
L,I-13,0.1878,4,12.16,10,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
L,I-13,0.1032,1.8,14.76,5,Festuca sp,,Festuca,Poaceae
L,I-13,0.7931,0.2,8.25,2,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
L,I-13,1.2095,2,13.82,10,Galium hoffmeisteri,,Galium,Rubiaceae
L,I-13,0.0959,1.2,4.07,10,Halenia elliptica,D. Don,Halenia,Gentianaceae
L,I-13,2.2161,5,13.98,5,Myriactis nepalensis,Lessing,Myriactis,Asteraceae
L,I-13,5.0697,9,8.64,10,Plantago asiatica,Linnaeus,Plantago,Plantaginaceae
L,I-13,3.0355,7,16.125,4,Poa pratensis,,Poa,Poaceae
L,I-13,0.3904,1.3,19,1,Polygonum runcinatum,Buchanan-Hamilton ex D. Don,Polygonum,Polygonaceae
L,I-13,15.689699999999998,10,11.99,10,Potentilla leuconota,,Potentilla,Rosaceae
L,I-13,0.9232,1.1,4.38,10,Prunella vulgaris,Linnaeus,Prunella,Lamiaceae
L,I-13,0.0982,1,4.4,2,Sagina japonica,(Swartz) Ohwi,Sagina,Caryophyllaceae
L,I-13,3.165,13,12.65,10,Trifolium repens,Linnaeus,Trifolium,Fabaceae
L,I-14,1.0667,4,17.05,10,Agrostis clavata,Trinius,Agrostis,Poaceae
L,I-14,1.4255,1.2,29.016666666666666,6,Carex finitima,Boott,Carex,Cyperaceae
L,I-14,11.9046,10,18.85,10,Carex nubigena,D. Don ex Tilloch & Taylor,Carex,Cyperaceae
L,I-14,1.1223,7,8.91,10,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
L,I-14,NA,0.5,12.75,2,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
L,I-14,3.0592,5.2,16.39,10,Festuca sp,,Festuca,Poaceae
L,I-14,1.7744,3,14.26,10,Galium hoffmeisteri,,Galium,Rubiaceae
L,I-14,NA,0.2,2.1,1,Geranium nepalense,Sweet,Geranium,Geraniaceae
L,I-14,2.9396999999999993,5,7.8,6,Geum aleppicum,Jacquin,Geum,Rosaceae
L,I-14,0.1718,2,3.85,4,Halenia elliptica,D. Don,Halenia,Gentianaceae
L,I-14,0.0231,0.5,2,1,Myriactis nepalensis,Lessing,Myriactis,Asteraceae
L,I-14,4.2041,10,10.59,10,Plantago asiatica,Linnaeus,Plantago,Plantaginaceae
L,I-14,7.4571,12,17.05,10,Poa pratensis,,Poa,Poaceae
L,I-14,0.0443,1,9.7,4,Polygonum cyanandrum,Diels,Polygonum,Polygonaceae
L,I-14,19.6097,16,10.05,10,Potentilla leuconota,,Potentilla,Rosaceae
L,I-14,0.2303,2.5,3.8666666666666667,3,Prunella vulgaris,Linnaeus,Prunella,Lamiaceae
L,I-14,1.3327,4,7.55,10,Trifolium repens,Linnaeus,Trifolium,Fabaceae
L,I-14,1.3245,4.5,11.799999999999999,9,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
L,I-15,2.8861,5.8,16.576923076923077,13,Agrostis clavata,Trinius,Agrostis,Poaceae
L,I-15,16.729699999999998,14,28.36,10,Carex finitima,Boott,Carex,Cyperaceae
L,I-15,8.759699999999999,12,17.14,10,Carex nubigena,D. Don ex Tilloch & Taylor,Carex,Cyperaceae
L,I-15,0.4085,2,15.422222222222222,9,Cerastium szechuense,F. N. Williams,Cerastium,Caryophyllaceae
L,I-15,30.819300000000002,7,28.57,20,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
L,I-15,1.4286,4,15.6,3,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
L,I-15,0.9478,1,5.366666666666666,3,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
L,I-15,2.389,8,18.06,10,Galium hoffmeisteri,,Galium,Rubiaceae
L,I-15,0.2884,1,7.0249999999999995,4,Geranium nepalense,Sweet,Geranium,Geraniaceae
L,I-15,1.6562999999999999,4.2,8.3,7,Geum aleppicum,Jacquin,Geum,Rosaceae
L,I-15,6.3943,15,8.57,10,Plantago asiatica,Linnaeus,Plantago,Plantaginaceae
L,I-15,4.0824,20,14.84,5,Poa pratensis,,Poa,Poaceae
L,I-15,0.0395,0.8,26.5,2,Polygonum runcinatum,Buchanan-Hamilton ex D. Don,Polygonum,Polygonaceae
L,I-15,7.6597,6,15.17,10,Potentilla leuconota,,Potentilla,Rosaceae
L,I-15,0.5136,4,4.4399999999999995,10,Prunella vulgaris,Linnaeus,Prunella,Lamiaceae
L,I-15,1.5639,4,12.16,10,Trifolium repens,Linnaeus,Trifolium,Fabaceae
L,I-15,NA,0.5,3.52,5,Unkown sp.green,,Unkown,NA
L,I-16,3.6536,6,15.175,12,Agrostis clavata,Trinius,Agrostis,Poaceae
L,I-16,23.664700000000003,30,23.99,10,Carex finitima,Boott,Carex,Cyperaceae
L,I-16,13.2697,10,17.55,10,Carex nubigena,D. Don ex Tilloch & Taylor,Carex,Cyperaceae
L,I-16,0.8218,4,14.822222222222223,9,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
L,I-16,1.5423,5,17.04,10,Galium hoffmeisteri,,Galium,Rubiaceae
L,I-16,15.423200000000001,21,14.7875,16,Geum aleppicum,Jacquin,Geum,Rosaceae
L,I-16,0.0614,2,5.6,1,Halenia elliptica,D. Don,Halenia,Gentianaceae
L,I-16,0.0895,1,8.299999999999999,2,Myriactis nepalensis,Lessing,Myriactis,Asteraceae
L,I-16,13.0397,18,15.309999999999999,10,Plantago asiatica,Linnaeus,Plantago,Plantaginaceae
L,I-16,17.6746,4,26.4,2,Poa pratensis,,Poa,Poaceae
L,I-16,0.2359,1,14.628571428571428,7,Polygonum cyanandrum,Diels,Polygonum,Polygonaceae
L,I-16,14.439699999999998,8,15.33,10,Potentilla leuconota,,Potentilla,Rosaceae
L,I-16,0.2659,2.5,8.25,6,Prunella vulgaris,Linnaeus,Prunella,Lamiaceae
L,I-16,0.0644,0.4,5.5,1,Ranunculus brotherusii var. tanguticus,(Maximowicz) Ovczinnikov,Ranunculus,Ranunculaceae
L,I-16,0.1844,2,11.6,4,Trifolium repens,Linnaeus,Trifolium,Fabaceae
L,I-16,0.819,3.4,16.133333333333333,3,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
L,I-17,9.782900000000001,7,12.125,8,Agrostis clavata,Trinius,Agrostis,Poaceae
L,I-17,0.2004,1,6.8,1,Anaphalis nepalensis,(Sprengel) Handel-Mazzetti,Anaphalis,Asteraceae
L,I-17,0.4376,2,8.44,5,Carex finitima,Boott,Carex,Cyperaceae
L,I-17,2.3827,2,10.36,5,Carex nubigena,D. Don ex Tilloch & Taylor,Carex,Cyperaceae
L,I-17,0.2921,1,10.92,5,Cerastium szechuense,F. N. Williams,Cerastium,Caryophyllaceae
L,I-17,0.2613,2.5,8.77,10,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
L,I-17,1.4933,4.8,8.44,10,Halenia elliptica,D. Don,Halenia,Gentianaceae
L,I-17,0.0407,1,5.5,1,Myriactis nepalensis,Lessing,Myriactis,Asteraceae
L,I-17,1.8953,5,3.7399999999999998,10,Plantago asiatica,Linnaeus,Plantago,Plantaginaceae
L,I-17,0.3804,0.8,4.95,4,Polygonum runcinatum,Buchanan-Hamilton ex D. Don,Polygonum,Polygonaceae
L,I-17,30.5047,57,7.68,10,Potentilla leuconota,,Potentilla,Rosaceae
L,I-17,0.0543,1,3.975,8,Prunella vulgaris,Linnaeus,Prunella,Lamiaceae
L,I-17,0.0161,0.2,6.7,1,Trifolium repens,Linnaeus,Trifolium,Fabaceae
L,I-18,1.8399,3,10,1,Agrostis clavata,Trinius,Agrostis,Poaceae
L,I-18,57.3747,50,22.39,10,Carex nubigena,D. Don ex Tilloch & Taylor,Carex,Cyperaceae
L,I-18,12.221300000000001,21.8,15.325,20,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
L,I-18,0.1692,0.6,11.58,5,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
L,I-18,NA,0.2,5.6,1,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
L,I-18,0.8672,1,15.54,10,Galium hoffmeisteri,,Galium,Rubiaceae
L,I-18,0.5462,0.2,2.4,1,Geranium nepalense,Sweet,Geranium,Geraniaceae
L,I-18,0.0356,1,6.5,3,Geum aleppicum,Jacquin,Geum,Rosaceae
L,I-18,0.2988,1,14,1,Myriactis nepalensis,Lessing,Myriactis,Asteraceae
L,I-18,9.9897,25,12.37,10,Plantago asiatica,Linnaeus,Plantago,Plantaginaceae
L,I-18,5.5391,5,10.17,10,Potentilla leuconota,,Potentilla,Rosaceae
L,I-18,0.5684,4,5.67,10,Prunella vulgaris,Linnaeus,Prunella,Lamiaceae
L,I-18,1.3416,2,9.53,10,Trifolium repens,Linnaeus,Trifolium,Fabaceae
L,I-18,0.2747,0.2,2.4333333333333336,3,Unkown sp.green,,Unkown,NA
L,I-19,2.3463,2,39.042857142857144,7,Agrostis clavata,Trinius,Agrostis,Poaceae
L,I-19,19.2847,50,16.84,10,Carex finitima,Boott,Carex,Cyperaceae
L,I-19,18.834699999999998,10,15.73,10,Carex nubigena,D. Don ex Tilloch & Taylor,Carex,Cyperaceae
L,I-19,0.0574,0.3,9.55,2,Cerastium szechuense,F. N. Williams,Cerastium,Caryophyllaceae
L,I-19,0.2345,2,10.3,7,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
L,I-19,0.0612,0.2,16,2,Galium hoffmeisteri,,Galium,Rubiaceae
L,I-19,0.5202,1.8,11.4,2,Geum aleppicum,Jacquin,Geum,Rosaceae
L,I-19,0.1485,1.2,12.866666666666667,3,Halenia elliptica,D. Don,Halenia,Gentianaceae
L,I-19,0.0633,0.6,20,1,Hypericum wightianum,Wallich ex Wight & Arnott,Hypericum,Hypericaceae
L,I-19,13.7897,26,8.469999999999999,10,Plantago asiatica,Linnaeus,Plantago,Plantaginaceae
L,I-19,1.1978,2,16.4875,8,Poa pratensis,,Poa,Poaceae
L,I-19,5.289699999999999,10,9.5,10,Potentilla leuconota,,Potentilla,Rosaceae
L,I-19,NA,0.1,1.5,1,Ranunculus brotherusii var. tanguticus,(Maximowicz) Ovczinnikov,Ranunculus,Ranunculaceae
L,I-19,0.8801,2,10.82,10,Trifolium repens,Linnaeus,Trifolium,Fabaceae
L,I-19,0.0808,0.3,11,1,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
L,I-2,NA,0.2,1.2,1,Anaphalis nepalensis,(Sprengel) Handel-Mazzetti,Anaphalis,Asteraceae
L,I-2,0.0774,0.2,6.35,2,Carex finitima,Boott,Carex,Cyperaceae
L,I-2,10.5397,30,7.6,10,Carex nubigena,D. Don ex Tilloch & Taylor,Carex,Cyperaceae
L,I-2,0.9243,2,11.575,4,Festuca sp,,Festuca,Poaceae
L,I-2,0.8395,3.2,17.125,4,Halenia elliptica,D. Don,Halenia,Gentianaceae
L,I-2,0.7153,3,11.57,10,Juncus setchuensis,Buchenau ex Diels,Juncus,Juncaceae
L,I-2,0.9822,4,7.3,4,Luzula multiflora,(Ehrhart) Lejeune,Luzula,Juncaceae
L,I-2,0.2995,1,6.5,1,Plantago asiatica,Linnaeus,Plantago,Plantaginaceae
L,I-2,0.4556,1,13.5,3,Poa pratensis,,Poa,Poaceae
L,I-2,24.6497,65,7.16,10,Potentilla leuconota,,Potentilla,Rosaceae
L,I-2,0.1856,0.8,2,4,Prunella vulgaris,Linnaeus,Prunella,Lamiaceae
L,I-2,0.3775,2,2.64,10,Trifolium repens,Linnaeus,Trifolium,Fabaceae
L,I-20,7.0042,3,12.6,10,Agrostis clavata,Trinius,Agrostis,Poaceae
L,I-20,5.3475,8,6.75,2,Carex finitima,Boott,Carex,Cyperaceae
L,I-20,0.7413,0.4,5.08,5,Cerastium szechuense,F. N. Williams,Cerastium,Caryophyllaceae
L,I-20,0.6105,2,5.6625,8,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
L,I-20,0.3139,3.5,6.425,4,Geum aleppicum,Jacquin,Geum,Rosaceae
L,I-20,0.4095,1.8,3.21,10,Halenia elliptica,D. Don,Halenia,Gentianaceae
L,I-20,1.0667,3,14.6,4,Myriactis nepalensis,Lessing,Myriactis,Asteraceae
L,I-20,3.8459,8,8.26,10,Plantago asiatica,Linnaeus,Plantago,Plantaginaceae
L,I-20,2.9951,3.5,31.48,10,Poa pratensis,,Poa,Poaceae
L,I-20,25.3797,60,9.45,10,Potentilla leuconota,,Potentilla,Rosaceae
L,I-20,0.0113,0.3,5.6,1,Ranunculus brotherusii var. tanguticus,(Maximowicz) Ovczinnikov,Ranunculus,Ranunculaceae
L,I-20,4.8157,10,7.21,10,Trifolium repens,Linnaeus,Trifolium,Fabaceae
L,I-3,2.532,2,30.666666666666668,3,Carex finitima,Boott,Carex,Cyperaceae
L,I-3,10.5605,8,18.72,10,Carex nubigena,D. Don ex Tilloch & Taylor,Carex,Cyperaceae
L,I-3,25.634700000000002,62,40.47,10,Carex pamirensis,C. B. Clarke,Carex,Cyperaceae
L,I-3,0.0513,0.5,14.666666666666666,3,Cerastium szechuense,F. N. Williams,Cerastium,Caryophyllaceae
L,I-3,1.9537,5,22.77,10,Galium hoffmeisteri,,Galium,Rubiaceae
L,I-3,0.4299,0.8,28,2,Geranium nepalense,Sweet,Geranium,Geraniaceae
L,I-3,7.539699999999999,4,15.666666666666666,6,Geum aleppicum,Jacquin,Geum,Rosaceae
L,I-3,12.294699999999999,25,15.81,10,Plantago asiatica,Linnaeus,Plantago,Plantaginaceae
L,I-3,4.8232,4,9.84,5,Poa pratensis,,Poa,Poaceae
L,I-3,15.5947,5,16.74,10,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
L,I-3,5.1796999999999995,3,15.044444444444444,9,Potentilla leuconota,,Potentilla,Rosaceae
L,I-3,1.8857,2,14.53,10,Trifolium repens,Linnaeus,Trifolium,Fabaceae
L,I-3,0.4269,1,9,10,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
L,I-4,47.1647,65,23.4,10,Carex nubigena,D. Don ex Tilloch & Taylor,Carex,Cyperaceae
L,I-4,0.0574,0.2,3.075,4,Cerastium szechuense,F. N. Williams,Cerastium,Caryophyllaceae
L,I-4,1.1637,2,12.93,10,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
L,I-4,0.9432,2,12.1,3,Festuca sp,,Festuca,Poaceae
L,I-4,0.0557,0.2,5.55,2,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
L,I-4,0.3699,1,15.2,1,Galium hoffmeisteri,,Galium,Rubiaceae
L,I-4,0.1743,1,10.35,2,Myriactis nepalensis,Lessing,Myriactis,Asteraceae
L,I-4,5.3814,12,11.43,10,Plantago asiatica,Linnaeus,Plantago,Plantaginaceae
L,I-4,1.6247,1.5,9.95,4,Poa pratensis,,Poa,Poaceae
L,I-4,21.4297,30,11.83,10,Potentilla leuconota,,Potentilla,Rosaceae
L,I-4,0.0543,1,1.85,6,Prunella vulgaris,Linnaeus,Prunella,Lamiaceae
L,I-4,0.0927,1.5,6.4625,8,Trifolium repens,Linnaeus,Trifolium,Fabaceae
L,I-4,NA,0.2,1.44,5,Unkown sp.green,,Unkown,NA
L,I-4,0.3246,0.1,8.23,10,Veronica serpyllifolia,Linnaeus,Veronica,Plantaginaceae
L,I-5,0.0996,1,7.25,2,Athyrium dentigerum,(Wall. Ex Clarke) Mehra et Bir,Athyrium,Athyriaceae
L,I-5,12.2721,14,14.76,10,Carex nubigena,D. Don ex Tilloch & Taylor,Carex,Cyperaceae
L,I-5,0.0831,0.1,4.157142857142857,7,Cerastium szechuense,F. N. Williams,Cerastium,Caryophyllaceae
L,I-5,1.3621,6,17.25,10,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
L,I-5,0.1697,0.2,8.2,1,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
L,I-5,2.3311,3,17.62,10,Galium hoffmeisteri,,Galium,Rubiaceae
L,I-5,64.6654,61,15.15,22,Geum aleppicum,Jacquin,Geum,Rosaceae
L,I-5,2.0737,4,9.4,10,Plantago asiatica,Linnaeus,Plantago,Plantaginaceae
L,I-5,9.1157,8,11.28888888888889,9,Poa pratensis,,Poa,Poaceae
L,I-5,0.0987,1,8.5,1,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
L,I-5,3.118,4.5,7.44,10,Trifolium repens,Linnaeus,Trifolium,Fabaceae
L,I-5,0.0831,0.5,3.1666666666666665,3,Unkown sp.green,,Unkown,NA
L,I-5,0.0944,2,2.69,10,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
L,I-6,2.9069,6,12.06,10,Agrostis clavata,Trinius,Agrostis,Poaceae
L,I-6,25.549699999999998,65,17.87,10,Carex nubigena,D. Don ex Tilloch & Taylor,Carex,Cyperaceae
L,I-6,1.115,5,12.96,10,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
L,I-6,NA,0.5,3.44,5,Galium hoffmeisteri,,Galium,Rubiaceae
L,I-6,4.8318,6,9.68,10,Plantago asiatica,Linnaeus,Plantago,Plantaginaceae
L,I-6,16.999699999999997,20,14.47,10,Potentilla leuconota,,Potentilla,Rosaceae
L,I-6,0.1265,0.2,4.1,5,Sagina japonica,(Swartz) Ohwi,Sagina,Caryophyllaceae
L,I-6,2.3994,5,10.9,10,Trifolium repens,Linnaeus,Trifolium,Fabaceae
L,I-7,6.6423,20,16.95,10,Carex nubigena,D. Don ex Tilloch & Taylor,Carex,Cyperaceae
L,I-7,0.6328,2,15.733333333333333,3,Cerastium szechuense,F. N. Williams,Cerastium,Caryophyllaceae
L,I-7,1.1547,3,12.966666666666667,6,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
L,I-7,0.6407,NA,11.625,4,Festuca sp,,Festuca,Poaceae
L,I-7,0.0994,0.8,5.6,1,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
L,I-7,9.849699999999999,30,24.18,10,Galium hoffmeisteri,,Galium,Rubiaceae
L,I-7,2.9797000000000002,10,16.375,8,Geum aleppicum,Jacquin,Geum,Rosaceae
L,I-7,NA,0.3,5.55,2,Halenia elliptica,D. Don,Halenia,Gentianaceae
L,I-7,0.0646,1,12.8,2,Myriactis nepalensis,Lessing,Myriactis,Asteraceae
L,I-7,3.322,12,10.73,10,Plantago asiatica,Linnaeus,Plantago,Plantaginaceae
L,I-7,4.4001,4,10,5,Poa pratensis,,Poa,Poaceae
L,I-7,18.7797,20,13.09,10,Potentilla leuconota,,Potentilla,Rosaceae
L,I-7,0.5101,2,3.783333333333333,6,Prunella vulgaris,Linnaeus,Prunella,Lamiaceae
L,I-7,0.5173,2.5,7.95,10,Ranunculus brotherusii var. tanguticus,(Maximowicz) Ovczinnikov,Ranunculus,Ranunculaceae
L,I-7,0.8407,5,13.86,10,Trifolium repens,Linnaeus,Trifolium,Fabaceae
L,I-7,0.1256,2,1.1,4,Unkown sp.green,,Unkown,NA
L,I-8,1.2201,5,23,1,Athyrium dentigerum,(Wall. Ex Clarke) Mehra et Bir,Athyrium,Athyriaceae
L,I-8,2.2683,6,11.28,10,Carex nubigena,D. Don ex Tilloch & Taylor,Carex,Cyperaceae
L,I-8,0.0563,0.1,5.6,1,Cerastium szechuense,F. N. Williams,Cerastium,Caryophyllaceae
L,I-8,1.7099,2,13.14,10,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
L,I-8,78.7147,80,46.15,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
L,I-8,1.5601,1,7.8,1,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
L,I-8,4.699699999999999,7.4,28.21,10,Galium hoffmeisteri,,Galium,Rubiaceae
L,I-8,2.1071,4,15.52,5,Geum aleppicum,Jacquin,Geum,Rosaceae
L,I-8,0.0552,0.8,8.9,1,Myriactis nepalensis,Lessing,Myriactis,Asteraceae
L,I-8,0.339,2,6.68,10,Plantago asiatica,Linnaeus,Plantago,Plantaginaceae
L,I-8,0.2168,3,8.95,2,Poa pratensis,,Poa,Poaceae
L,I-8,0.4849,4,23.1,3,Polygonum runcinatum,Buchanan-Hamilton ex D. Don,Polygonum,Polygonaceae
L,I-8,0.0288,1.1,4.033333333333333,3,Sagina japonica,(Swartz) Ohwi,Sagina,Caryophyllaceae
L,I-8,0.7185,1,15.6625,8,Trifolium repens,Linnaeus,Trifolium,Fabaceae
L,I-8,NA,0.2,1.8428571428571427,7,Unkown sp.green,,Unkown,NA
L,I-8,0.1108,1,6.15,2,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
L,I-9,33.4097,46,20.580000000000002,10,Carex nubigena,D. Don ex Tilloch & Taylor,Carex,Cyperaceae
L,I-9,NA,0.1,7.8,1,Cerastium szechuense,F. N. Williams,Cerastium,Caryophyllaceae
L,I-9,0.8436,4,11.26,10,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
L,I-9,0.1696,0.2,22,1,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
L,I-9,6.0934,3,22.19,10,Festuca sp,,Festuca,Poaceae
L,I-9,0.0861,0.5,11,1,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
L,I-9,1.2666,5,22.41,10,Galium hoffmeisteri,,Galium,Rubiaceae
L,I-9,2.5469,2.8,5.483333333333333,12,Geum aleppicum,Jacquin,Geum,Rosaceae
L,I-9,0.1003,2.2,4.690909090909091,11,Halenia elliptica,D. Don,Halenia,Gentianaceae
L,I-9,11.369699999999998,30,12.59,10,Plantago asiatica,Linnaeus,Plantago,Plantaginaceae
L,I-9,1.5721,5,23.16,10,Poa pratensis,,Poa,Poaceae
L,I-9,15.1122,1.4,14.15,10,Potentilla leuconota,,Potentilla,Rosaceae
L,I-9,0.0812,1.8,4.5,1,Prunella vulgaris,Linnaeus,Prunella,Lamiaceae
L,I-9,0.0321,0.2,11,1,Thalictrum javanicum,Blume,Thalictrum,Ranunculaceae
L,I-9,1.3491,1.8,11.66,10,Trifolium repens,Linnaeus,Trifolium,Fabaceae
